post,is_stress,stress_kind
I had a fight with another close friend.,1,Social Relationships
A certain ex makes me feel really uncomfortable when I run into him.,1,Social Relationships
WEll my boyfriend who was leaving to go to Afghainstain is now there and he's not only my boyfriend he's now my husband.,1,Social Relationships
I'm not really enjoying my job downtown lately.,1,Social Relationships
My boyfriend is having a hard time with his family.,1,Social Relationships
"whatever, its christmas, it takes alot to make me really mad.",0,Social Relationships
With another sigh Abigail carried on with her work and cursed the fact that as the senior admin she was forced to do more work.,1,Social Relationships
It feels like I'm losing touch with a good friend lately.,1,Social Relationships
"I wont be here, and I wont hear the noise.",0,Social Relationships
"One of my good friends is having issues, and he doesnt know what to do.",1,Social Relationships
"ha, like barnesvillians can't be real friends! HA!",0,Social Relationships
"im sad, depressed, hurt, and a little angry because of those friends right now.",1,Social Relationships
I feel so stressed cause all this crud is going on with my friends and I don't know how to be there for them.,1,Social Relationships
"these people that i work with piss me off so much. """,1,Social Relationships
"I want to leave, I do not want to live with my parents, well mostly its my dad.",1,Social Relationships
I haven't been working with great people lately and its been starting to bug me.,1,Social Relationships
"I missed my number again last week, so now it's suspension for three days without pay.",1,Social Relationships
We have been getting ready for the party on Saturday evening so there have been prep things to do to be ready to go play.,1,Social Relationships
went to coreys' because she blamed me and I didn't want to talk to her,1,Social Relationships
Mike started a relationship with his girlfriend a few months before his reserve unit was activated and a lot of pressure is now on his relationship.,1,Social Relationships
Work basically sucks because I dont get along with the new manager.,1,Social Relationships
Im sick of how alone I feel when it comes to family.,1,Social Relationships
"Too much masculinity, and he doesn't need women at all, not on the deepest level.",1,Social Relationships
"My angst and lack of confidence hindered me, and as I switch from major to major, friend to friend, I realized something was wrong.",1,Social Relationships
"When i picke dup Chris, he started reaming me for not tutoring him over the weekend, bastard, lol.",0,Social Relationships
We haven't seen each other in almost a week and he was worried when he called work and couldn't get me,1,Social Relationships
woohoo i skipped p.e. for like 3 weeks and they just now caught me so i'm suspended tomorrow lol..well how's everyone been doing i haven't updated in a while!,1,Social Relationships
He's a friend that hasn't had much positive stability in his life.,1,Social Relationships
"i think im afraid to fess up that i feel worse, that my plans cant work out. then again.",1,Social Relationships
"Christmas time, especially lately is becoming more annoying, not because I don't like Christmas but because it's being turned into a political corectness nightmare.",1,Social Relationships
It seems that Patrick isn't fond of the company I've started keeping lately.,1,Social Relationships
"My wife died almost two years ago,"" I lie to Trisha as she has fallen silent due to my inability to entertain her. """,1,Social Relationships
I'm tired of people trying to talk me out of my decisions.,1,Social Relationships
"It's too much to deal with and adds stress to my life, and I am plenty stressed on my own with classes and family and the like.",1,Social Relationships
You know something's wrong when spending time with your friends makes you miserable.,1,Social Relationships
I've heard it three times in the past two weeks and Mum says we can't trust him on that anymore.,0,Social Relationships
now I won't get to walk with those friends.,1,Social Relationships
"He's not who I thought he was, and he can't handle the emotional complexity that tends to be created in my relationships.",1,Social Relationships
i really dont like working everyday. and my days off are not the same as anyone elses and that makes me sad. in other news.,1,Social Relationships
I'm sorry to be such a pain around the holidays.,1,Social Relationships
"his family hasn't responded to any of his emails, probably because they're not leaving the house.",0,Social Relationships
I have been kind of a bad friend to her for I don't call her like I used to.,1,Social Relationships
"No baby daddies, no ex husbands or ex wives to deal with, no drugs, just day to day drama that, in the scheme of things, ain't all that bad.",0,Social Relationships
"I worry about my parents, haven't talked to my dad for about 2 weeks prob.",1,Social Relationships
We had a great talk about interactions and how she is no longer going to tolerate people that don't help with her getting better.,1,Social Relationships
James I guess is trying to be a good friend but not doing a good job and is saying I will find from Gera but she isn't on.,1,Social Relationships
I haven't even gotten to see her because she doesn't really want me and my sisters to see her in the state she's in.,1,Social Relationships
My fiancee is packing up his stuff to move out of the dorms.,0,Social Relationships
"Bah I don't like holidays, they have no friends or sex included.",0,Social Relationships
"I have to work a birthday party Saturday, so much for seeing Claire.",1,Social Relationships
It took 3 weeks of calling them for someone to figure out that they didn't have my transcripts.,1,Social Relationships
I have been feeling a bit lonely lately.,1,Social Relationships
So new friends of mine why are you being so difficult to hang out??,1,Social Relationships
"My life is falling apart, Im not going into details just because I dont want to.",1,Social Relationships
"Issues with myself and parents aside, there is another thing causing conflict and anger inside me and that is society itself.",1,Social Relationships
My sisters friends fiance` was killed in a car accident.,1,Social Relationships
"My worrying gives me headaches, makes me irritable, sick, and most of all, negatively impacts my relationships.",1,Social Relationships
He's having problems with his girlfriend and he needed a shoulder to talk on.,1,Social Relationships
It was Christmas time and every year my parents would be really confused as to what to buy me because I felt selfish asking for anything.,1,Social Relationships
His office hasn't answered the request I put in two months for clarification on some of his issues.,1,Social Relationships
"Since my parents divorced so many years ago, its hard to relate to my mom about how I feel.",1,Social Relationships
People talking shit about my friends upsets me.,1,Social Relationships
Lately I've started feeling lonely again and sad.,1,Social Relationships
i need a friend down here and i cant seem to find the friend im looking for.,1,Social Relationships
"There was just so much going on and so many birthdays this weekend, plus I had to work early all weekend on top of it.",1,Social Relationships
I am so frustrated about Christmas this year.,1,Social Relationships
DC pimp has a new girlfriend.,0,Social Relationships
she said that i`m trying to maintain too many friendships and that i`m going to be exhausted.,1,Social Relationships
Incredible! I'm also very anxious about the upcoming show that we have at M.C. this Saturday.,1,Social Relationships
"my friend brandi hardly has the decency to return phone calls so, whatever",1,Social Relationships
turns out his mom is already planning our wedding.,0,Social Relationships
I think she just had a bad day because she told me her family was grating on her nerves.,1,Social Relationships
Things like why is it so hard for me to meet new people and make new friendships.,1,Social Relationships
I think it's related to social mores that are really tough to overcome.,1,Social Relationships
I had to vaccuum all day over because my guest was coming this weekend.,0,Social Relationships
I have a very low tolerance for people who don't have the same view of what being a good friend means.,1,Social Relationships
I feel bad for her husband having to live with a psycho.,1,Social Relationships
"Needless to say she missed the party, She just got sad, then she got stuck.'",1,Social Relationships
"i havent heard anything from tom all day, and dads been annoying me.",1,Social Relationships
My old friend Rachel Snyder was in the hospital with tuberculosis.,1,Social Relationships
You can't be friends with someone who never talks to you and acts like you're a nobody which is what she has done to me.,1,Social Relationships
Sometimes my dad makes me feel so bad about things.,1,Social Relationships
they attacked my roommate's dog while i was walking her.,1,Social Relationships
his girlfriend broke up with him.,1,Social Relationships
Like the people that mean most to you are unhappy with you? I've felt it alot lately and I'm not sure what I did to make them feel that way.,1,Social Relationships
I have stories that told of their heartaches when the guy or girl they're obsessed with turned out to be in love with someone else they think are less deserving.,1,Social Relationships
rachelle's boyfriend and i are in conflict.,1,Social Relationships
"WHO CARES if you act a little bossy sometimes, you don't need to apologize to anyone, no one is mad at you when you direct people to do stuff.",0,Social Relationships
"Charles Whitman told his doctor that he was feeling ""low"" after his parents' divorce and hadn't been feeling well.",1,Social Relationships
"I know that Andrew and I are broken up but I have this feeling like we're going to be complicating each other's lives for a long, long time.",1,Social Relationships
I'm sick of having insecurities within myself about my friendships.,1,Social Relationships
"i went to practice like 3 times last week, which sucks . but",0,Social Relationships
My point is to express my concern over my younger sister whom I feel is making som poor decisions.,1,Social Relationships
"It's kind of difficult, especially knowing I have friends that don't like asking for help or even seeking someone out to just talk when there's something on their minds.",1,Social Relationships
"I'd think about not being with my family, which made me start thinking about my family dying, which to me is so much worse.",1,Social Relationships
a question? why must christmas with my family be such a chore?,1,Social Relationships
Patients do seem a bit more pissy when stressed by the holidays.,1,Social Relationships
I'm tired of being this person my mom and family expect me to be.,1,Social Relationships
"The fact that I am so disconnected, so removed, so numb to my family, the people who are supposed to be my support system, is starting to worry me.",1,Social Relationships
"If someone hurts me, like really hurts me which is hard to do, I never fully reconcile my relationship with them.",1,Social Relationships
"On the another note, to my girlfriend, J. I know you was very upset and worn out over the issue had happened.",1,Social Relationships
I think it's sad how holidays mark the times I get to see members of my family.,1,Social Relationships
you people with social lives suck.,1,Social Relationships
"Vacations always seem to screw me up, and I think they do her too.",1,Social Relationships
"Now, this week was already busy and ending early becuase I have class again this weekend and leave tonight.",1,Social Relationships
I have been feeling kind of lonely and on the outside of things lately.,1,Social Relationships
i can't take my job anymore i mean like between her and my boss the lack of consideration is horrendous.,1,Social Relationships
My girlfriend hasn't returned my phone calls for the past two days.,1,Social Relationships
Twisted around that my cousin saw her ex one time to my cousin was seeing her ex in between the time she'd find a new boyfriend.,1,Social Relationships
"You get in a bad mood, and you listen to shit like that and get worse, especially when you're in the middle of a fight.",1,Social Relationships
I admit i make mistakes i bitch way too much about everything i let things get too me so easily and i am stressed about it way too much.,1,Social Relationships
Work has been so bad lately with all the shopper and my manager never schedules enough people so we are always stressed and overworked.,1,Social Relationships
that I'm upset because of my friend situation.,1,Social Relationships
My roommates are pissing me off.,1,Social Relationships
I worry too much about what people think of me18.,1,Social Relationships
"Well, anyway, these two situations with my ""friends"" makes me feel like my friends aren't really friends, and I'm the fool.",1,Social Relationships
"even if they notice something is wrong, no one bothers for question because the truth is no one gives two shits about me and my choices and my life.",1,Social Relationships
if they are in a group with their friends I clam up and won't talk to them.,1,Social Relationships
"I notice that because of my parents divorce, that might be why I'm so scared to love.",1,Social Relationships
I had a strange almost uncomfortable discussion with him about getting married.,1,Social Relationships
she said that i haven't been taking part in keeping the house and im like this waste of money.,1,Social Relationships
He told me that James was bitching to him that he feels he is getting shitted on by his best friends.,1,Social Relationships
is it sad that I'm planning my wedding?,1,Social Relationships
"I'm unhappy that I've bascially been a social recluse and that I've lost touch with people who I really, genuinely care about.",1,Social Relationships
I have mixed memories of this place mostly because some tensions which occurred between me and my housemates,1,Social Relationships
Being on your friends list made me very uncomfortable.,1,Social Relationships
ome people get pissed at me and just dont talk to me anymore and they never even talked to me about it like tina.,1,Social Relationships
Ok so she has attachment issues I guess but I still dont understand how a good friend would leave with no problem.,1,Social Relationships
The girl beside me is being a whiny bitch to her boyfriend.,1,Social Relationships
i dont know but lately ive been feelin really lonely.,1,Social Relationships
Relationships tend to bring a superfluity of problems to a person's life.,1,Social Relationships
"When I lost Natalie, I grieved for over two months, and I didn't look at other girls mainly because I was still in shock over the loss of Natalie.",1,Social Relationships
Why did my dog attack two of my potted plants today?,0,Social Relationships
"im getting kinda sick of people constantly butting into our business, and there being the extra worry about others.",1,Social Relationships
i feel bad for dorota's mom.,1,Social Relationships
Still can't get the family together for Christmas day and Dave's still attempting to make it to Christmas Eve with the Ory's.,0,Social Relationships
Its just been hard coming to terms with losing a friendship that I had no say in.,1,Social Relationships
My dad told me about at christmas time when you were talking to him about how you were worried about me.,1,Social Relationships
i kno i think too much and too much into things but this year christmas is really bothering me.,1,Social Relationships
The degree of my addiction is sad and scary.,1,Social Relationships
Being in my house with my family just always make things negative.,1,Social Relationships
"the past few days have been a mess, with her best friend going away just like that i was expecting a much less composed reaction from her.",1,Social Relationships
I could not ask for a more supportive partner and it has not been easy.,0,Social Relationships
"This woman talks about how frustrated she is of falling for a guy, just to be dumped or not fallen for.",1,Social Relationships
"not to sound rude, sometimes i get sick of my friends cause a lot of the time i dont feel like i fit in with them.",1,Social Relationships
i felt so bad for sara on wednesday because she was so upset because her mom can be really harsh.,1,Social Relationships
Please tell me why the hell I have so much trouble making new friends.,1,Social Relationships
"I think the hardest thing is turning down friends and family when they invite me to do something that I want to do, but just don't have time for.",1,Social Relationships
O man big mistake telling emily what was wrong because now she doesnt like my best friend.,1,Social Relationships
I dont know I am just getting annoyed by my roommates.,1,Social Relationships
i've been so moody and negative about life lately..its really starting to depress me.,1,Social Relationships
i dread going out of the way to socialize with pple i just don't feel comfortable around.,1,Social Relationships
I am stressed the fuck out over Christmas.,1,Social Relationships
Work has gotten bad and just life is raping me.,1,Social Relationships
Something bad happened with my family and it stressed me out and made me sad.,1,Social Relationships
"friends are not the same for that matter, its relations of the heart that takes a toll on me.",1,Social Relationships
The problem is that Brenda and her roommate are not talking so more drama!,1,Social Relationships
They're apparently veyr busy during the holidays.,1,Social Relationships
I haven't spoken to my boyfriend in weeks and now he won't respond to me.,1,Social Relationships
Sometimes my husband GRATES on my nerves.,1,Social Relationships
I'm tired of putting my heart and my feelings on the line and then get hurt all over again.,1,Social Relationships
"Mr. Man's cousin tried to reschedule it for Sunday, but then grandma's roommate died and she got all upset, so that got cancelled too.",1,Social Relationships
"My performance at work isn't so great these days, although I don't know if my boss notices.",1,Social Relationships
to top that off my mom isn't going to be with us for her birthday again this year. Because of her fiance and I'm getting pissed.,1,Social Relationships
It's just frustrating and hurtful when you feel this way around close friends.,1,Social Relationships
I'm depressed and now my friends are complaining because of it.,1,Social Relationships
due to peer pressure and anxiety of not being accepted by the people i call friends.,1,Social Relationships
It is soooo not like me to spend time with my boyfriend.,0,Social Relationships
I just have horrible relationships with people lately.,1,Social Relationships
"She was a little upset because she knows how some people get when they get boyfriends, and she was scared of losing our friendship.",1,Social Relationships
my problem now is that I can't find the balance of staying close with him as well as staying close with friends.,1,Social Relationships
my mom made me feel really bad about myself.,1,Social Relationships
"pests get really fkking angry when you try to blow them off, and that can be really awk when you have guests. as in, omg",1,Social Relationships
"My daddy didn't love us and left, so she had to work.",1,Emotional Turmoil
I have been kinda spaced out for the past week.,1,Emotional Turmoil
his mom has issues her 2nd oldest has anger issues and my bfs mom was suicidal 2 months b4 I gave birth.,1,Emotional Turmoil
all these bombings that are going on are realy starting to freak me out and fuck with my head.,1,Emotional Turmoil
Maybe it's because I'm calling your vet to discuss your dog's wart and how you terribly afraid it might be cancerous.,1,Emotional Turmoil
"Right now, I have a lot of stress looming over me.",1,Emotional Turmoil
ill give him a call shit and i have to call for the appointments..,0,Emotional Turmoil
The big problem I'm having is that there is some kind of conflict going on inside me.,1,Emotional Turmoil
I feel really lonely and depressed.,1,Emotional Turmoil
"All because he yelled at me, he was blaming me, it hurts, it really does.",1,Emotional Turmoil
"So yeah Im sad and whatnot, Ill miss the seniors SOOOOOO much but I cant take it anymore.",1,Emotional Turmoil
"See, I feel pretty bad for my dad being kicked out of his house with all of his things still being here.",1,Emotional Turmoil
sorry bout all that but i really needed to vent some stuff.,1,Emotional Turmoil
I needed to relax very badly.,1,Emotional Turmoil
I assume it from stress and tiredness.,1,Emotional Turmoil
her husband and son are in jail too.,1,Emotional Turmoil
When I get depressed like this I worry.. I worry that I'll do or say something wrong or not do something and push her away.,1,Emotional Turmoil
"Sadly, one of the kittens died the second night I had them",1,Emotional Turmoil
"its moments like this, im depressed and lonely.",1,Emotional Turmoil
i'm sorry jr is in jail.,1,Emotional Turmoil
I'm tired of the stress.,1,Emotional Turmoil
oh and lets not forget the people who are just oh so stressed out that they 'NEED a cigarrett.',1,Emotional Turmoil
"I, then, blame it on the cat when I want my parents to see and get me some help.",1,Emotional Turmoil
"i am so unbelievably fucking pissed right now! the more i think about it, the more upset and pissed i get.",1,Emotional Turmoil
Mado's father died at 12pm today and she was so upset.,1,Emotional Turmoil
"then the vet came and basically said my horse is dying so that was a blow not to mention its been one year since my old dog, Koko died.",1,Emotional Turmoil
Recently I've been realizing that I miss a lot of people more than I thought I would.,1,Emotional Turmoil
football game days are so freaky.,0,Emotional Turmoil
Both President Bush and other top administration officials have spoken in menacing terms about Iran in recent days.,1,Emotional Turmoil
"Wtf, I am so overly emotional.",1,Emotional Turmoil
"I have a HUGE Whelmed conflict, but I am trying to work it out.",1,Emotional Turmoil
im super stressed about everything and my life just doesnt make sense.,1,Emotional Turmoil
i'm so upset and overwhelmed right now.,1,Emotional Turmoil
I'm kinda distraught and no one is here to talk to.,1,Emotional Turmoil
it happens sorry change is very stressful for me.,1,Emotional Turmoil
"I feel so bad for her though because Jennifer has major post pardom depression and also, 2 weeks after the baby was born, Jennifers dad was killed.",1,Emotional Turmoil
"I have this, well, this thing where I worry inordinately about my cat.",1,Emotional Turmoil
"Last night, Gerry and I had a dispute, I think it was overreacted but I still feel bad for hurting his feelings.",1,Emotional Turmoil
In what ways do you relax and destress whn you are really tense?,0,Emotional Turmoil
Washington has been under heightened security because of the continuing threat of terrorism.,1,Emotional Turmoil
"It really sucks and I feel bad for her, and I just want things to get better for her.",1,Emotional Turmoil
"That is to say, my real life one cat was two dream cats and they both died at the same time and I had to bury them.",1,Emotional Turmoil
"I want so so badly to make them feel better, but we all know it's tough to cheer someone up when they've set their mind on being depressed.",1,Emotional Turmoil
not being able to express myself makes me sad.,1,Emotional Turmoil
"I get all depressed, because I am in so much pain and I have to go through this whole ordeal with out having my Mom to comfort me.",1,Emotional Turmoil
"I'm under a lot of stress, and I don't think I can take all this on like I am.",1,Emotional Turmoil
Saddest Memory? seeing my grandmother crying when my great grandma passed away Most Embarassing Memory?,1,Emotional Turmoil
"Even if I know that I'm not going to die, I still freak out, and I can't calm myself down.",1,Emotional Turmoil
I'm worried about my dog cos I found a tumor on her.,1,Emotional Turmoil
i have so many emotional issues.,1,Emotional Turmoil
BECAUSE I'M GOING INSANE WITH SO MUCH ON MY MIND PISSING ME OFF!,1,Emotional Turmoil
The outcome of this football game gets to be called shocking by the news?,0,Emotional Turmoil
its all so hard. to try to make myself feel better,1,Emotional Turmoil
Emotional confusion and mental chaos.,1,Emotional Turmoil
This stuff stress's me out so much and makes me wonder why this is happening.,1,Emotional Turmoil
I ahte being lonely and depressed.,1,Emotional Turmoil
"According to the Bush Administration, Iraq War veterans must be watched closely because they're a potential terrorist threat to military bases inside the US.",1,Emotional Turmoil
"Anxiety and a restless antagonism, as a result of unfulfilled emotional needs, has resulted in considerable stress.",1,Emotional Turmoil
"So that stressed me out hardcore, and I went outside to smoke a cigarette, and this man comes up and starts lecturing me about my smoking.",1,Emotional Turmoil
Stressing over it's horrible trauma.,1,Emotional Turmoil
"that still hurts when i think about it but im trying as hard as possible not to dwell, i want to mend things because we need each other right now.",1,Emotional Turmoil
It's even more difficult when I feel trapped because I don't know where to go with my career.,1,Emotional Turmoil
"Jenna fell in love, and had her heart broken, so we're all trying to deal with that.",1,Emotional Turmoil
"I'm afraid that I might lose my patience with them and hurt them, traumatized them as I myself have been traumatized.",1,Emotional Turmoil
"if I'm this upset over a cat, what am I going to do when someone I love dies? Fuck.",1,Emotional Turmoil
My entries have been a bit sparse this past week.,1,Emotional Turmoil
"like today, it makes me extremly stressed.",1,Emotional Turmoil
"I've been having serious problems with depression latly, I'm just so lonely.",1,Emotional Turmoil
We made a terrible mistake.,1,Emotional Turmoil
I'm scared of you falling apart and not being able to be there for you.,1,Emotional Turmoil
what happened to Michael today makes me angrier than I've been in a long time.,1,Emotional Turmoil
i know my dad is depressed because of the divorce and his job and the rest of his siblings aren't all that mentally stable either.,1,Emotional Turmoil
"To Grave dismay, my little fury dog Scout has become incredibly ill.",1,Emotional Turmoil
Stress has made me irrational.,1,Emotional Turmoil
I'm tired of putting myself through this mental strain.,1,Emotional Turmoil
"right now being honest with myself and how im feeling is hard,and it hurts.im not sure how to deal when i cant wear all my emotions on my sleeve.",1,Emotional Turmoil
"jared and i have been having this huge fight, and its been draining me terribly.",1,Emotional Turmoil
"It is all my fault, I always have to start shit because of my fucking issues.",1,Emotional Turmoil
"I'm having anxiety issues I think, I'm stressed out even though I don't think I'm trying that hard.",1,Emotional Turmoil
"Growing up I had to watch my mother cry, beset by two problematic children and horrifying employment situations.",1,Emotional Turmoil
Little do they know that even you sometimes have inner turmoil and struggles!,1,Emotional Turmoil
"I have a ton of stress and I cant handle it, or anymore, right now.",1,Emotional Turmoil
"It was all about intense breakups, and emotional disconnection from your partner in marriage.",1,Emotional Turmoil
I can't stand Travis' dad because he's constantly yelling at me and criticizing me or just belittling me in some way.,1,Emotional Turmoil
"Latly i've just been feeling sick, and like sad and all that good stuff.",1,Emotional Turmoil
"You are feeling stressed, vulnerable and helpless.",1,Emotional Turmoil
I want to go to the doctor and get a blood test because I'm still so tired all the time that I keep getting worried I might have mono.,1,Emotional Turmoil
Israel has expressed anxiety over Iran's stance.,1,Emotional Turmoil
i feel like im being put in tough positions in a lot of ways and i just dont know how to handle it.,1,Emotional Turmoil
"Usually I wouldn't publicly post something like this, but I let my frustration get out of hand today and I said some things that I now regret.",1,Emotional Turmoil
Lots of things causing stress.,1,Emotional Turmoil
See what happens when I get stressed out.,1,Emotional Turmoil
"He's feeling depressed I guess, but its kind of scaring me.",1,Emotional Turmoil
I dont think Im goin to be able to handle this whole week.,1,Emotional Turmoil
"as you passed out fast on my shoulder, I imagined a child waiting so sad and still for his mom to arrive.",1,Emotional Turmoil
What happened To all the tear and screams I alreay went through Theres always More just waiting To crush me I'm feeling This idea Breaking,1,Emotional Turmoil
"Mum and Dad keep shouting at me, and I feel like I'm not doing things right, although I'm not really sure what I'm not doing right.",1,Emotional Turmoil
War just really scares me.,1,Emotional Turmoil
I think that the holidays lately have made me a little more acutely aware of my loneliness at times.,1,Emotional Turmoil
I couldn't act normal and it frightened me.,1,Emotional Turmoil
Grief is such a complicated process that affects so many things.,1,Emotional Turmoil
"No more, ""Anna, I need some help with this,"" or, ""Anna, I'm having trouble with this situation."" I need that. I need someone to need me.",1,Emotional Turmoil
This whole thing has been making my life so stressful.,1,Emotional Turmoil
"With the situation in the Supreme Court soon to reach critical mass, I am very much afraid of where this country is going.",1,Emotional Turmoil
"Basically it involves my mom, and her ever growing depression because of my dad's absence.",1,Emotional Turmoil
So scared and worried that everything is falling apart.,1,Emotional Turmoil
"The thing is, war is a stressful situation that breaks people down to their most basic tendencies.",1,Emotional Turmoil
I think a lot of it is probably stress.,1,Emotional Turmoil
my MIriam quit. I'm concerned for her because its a medical issue but it made me frazzled a bit.,1,Emotional Turmoil
"I felt so scared when I was pregnant, like where are we going to get money to raise another human?!?!",1,Emotional Turmoil
"maybe stress, anxiety, wahtever but i cant keep doing this.",1,Emotional Turmoil
EVERY time i get into trouble he always has to try to get my dad to punish me more and more. and gets me sooo pissed.,1,Emotional Turmoil
I always get nervous about job interviews and meetings anyway.,1,Emotional Turmoil
I think it finally sunk it that my dog of 13 years had died.,1,Emotional Turmoil
"i have a problem, and i need help.",1,Emotional Turmoil
"Things have been so dramatic and stressful for me, lately.",1,Emotional Turmoil
i feel like s h i t. it's kind of hard for me to even describe the way that i feel right now. at the risk of not being understood,1,Emotional Turmoil
Which has been a big problem for me trying to relax.,1,Emotional Turmoil
lately i am sadder than usual and i dont know why. besides the fact that today was strait crappy.,1,Emotional Turmoil
"I'm frustrated with the world, and I dont even know where to begin fixing it.",1,Emotional Turmoil
"With the holidays coming up, this is a very hard time for some of us, and i think a little sensitivity is in order here.",1,Emotional Turmoil
It makes for one hell of a traffic jam anyway.,1,Emotional Turmoil
"I suppose it is just a lot of stress, but over what?",1,Emotional Turmoil
my brother is in JAIL.,1,Emotional Turmoil
It's so fuckign stupid that my head is ready to explode just thinking about it.,1,Emotional Turmoil
I'm such a lonely person and I don't know how to fix THAT.,1,Emotional Turmoil
I'm worried about alot of my friends because they're going through some hard stuff and I don't know how to help them.,1,Emotional Turmoil
was this loose dog and i was killer upset cause my dog got dumped so it was just..sad.,1,Emotional Turmoil
People have been getting upset alot lately and it scares me.,1,Emotional Turmoil
"You often worry, and your worries prevent you from living life fully.",1,Emotional Turmoil
"since my Nana died like a month and 2 days ago, I get really sad.",1,Emotional Turmoil
It was so hurting when i found out that he was sad in this relationship.,1,Emotional Turmoil
All my relationships aer unstable.,1,Emotional Turmoil
"I worry about the SD, worry whether or not this is going to wreck her at a very crucial point in her life.",1,Emotional Turmoil
i really don't know what to do with myself this week.,1,Emotional Turmoil
paperwork and money and stuff seriously stress me out and make me want to barf..but its important..so yes. im officially scared.,1,Emotional Turmoil
"my mood can't fit into that tiny space. scared, nervous, anxious, pissed off, tired, defiant, worried, paranoid, weird, angry. . .",1,Emotional Turmoil
I am still hurt by some things that were said about me last night so i wasn't in the best mood but i am over it now thank god.,1,Emotional Turmoil
"Please note that I am suffering greatly at this point, this was all hontou ni traumatic.",1,Emotional Turmoil
You want to know how stressed I'm going to be?,1,Emotional Turmoil
"You must have a mental problem, you need help.",1,Emotional Turmoil
I think the holidays are just a stressful time in general.,1,Emotional Turmoil
"for more sad news, I feel absolutely terrible.",1,Emotional Turmoil
I really need to straitghten alot of things out.,1,Emotional Turmoil
I get so nervous in those types of situations I don't even work on my audition,1,Emotional Turmoil
Having experienced considerable disappointment of late and not knowing quite what to do about it this has led you to suffer a great deal of agitation and anxiety.,1,Emotional Turmoil
"I don't really know how to handle the situation, and it makes me anxious if I think about it too much.",1,Emotional Turmoil
To bad it's nasty..but oh well. Zach's new baby kitten died.,1,Emotional Turmoil
"those days usually turn into me being angry in the end, at myself at him, at the whole world.",1,Emotional Turmoil
 it was necessary because I really needed to vent.,1,Emotional Turmoil
I feel so lonely and scared.,1,Emotional Turmoil
"I am complicated, and I will complicate your breathing and your thoughts. I need a certain kind of person to be able to deal with me.",0,Emotional Turmoil
i'm scared that i'm always going to make those mistakes.,1,Emotional Turmoil
I have been going through a huge emotional issue lately and I cant control it.,1,Emotional Turmoil
I'm really stressed and overwhelmed.,1,Emotional Turmoil
"It will help to remind me that ALL moms have irrational fears of being inadequate, and that all of us suffer pain and frustration and exhaustion.",1,Emotional Turmoil
I know you are lonely and don't know what to do about things in your life.,1,Emotional Turmoil
"There were a couple people specifically who hurt me by not calling, but I am over it.",1,Emotional Turmoil
i'm just super anxious about things lately. anxious to the point of not being able to really accomplish too many things because i just get too anxious.,1,Emotional Turmoil
"My god, war majorly frightens me.",1,Emotional Turmoil
"I'm sick of me being so difficult, I can't choose anything or anyone becasue I'm scared, i'm scared of being happy again.",1,Emotional Turmoil
"I miss a lot of my friends, but clearly not enough to call them.",1,Emotional Turmoil
"I am getting really fed up with my boyfriend, as he keeps pulling all sorts of crap on me.",1,Emotional Turmoil
"My dad tried to talk to me about what happened in my last post, but it just made me more depressed, even though it was nice that he cared.",1,Emotional Turmoil
I have just been under alot of stress lately.,1,Emotional Turmoil
All this stress is wracking my brain and I don't know what to do.,1,Emotional Turmoil
It hurts til now. to see my family breaking into small pieces because of his departure. to see my dad,1,Emotional Turmoil
"Now suddenly I have responcibilities and obligations it all seemed so scary, but now i really have to get my stuff together and pull through this tough situation im in.",1,Emotional Turmoil
Phil today they had a messed up couple getting a divorce.,0,Emotional Turmoil
i always ended up becoming very attatched to things and experienced terrible anxiety about getting rid of anything.,1,Emotional Turmoil
"Um, I know his mother died and his uncle and aunt don't really want him.",1,Emotional Turmoil
"I feel like I hurt so much, my mind hurts, my emotions hurt.",1,Emotional Turmoil
"One thing we all agree on is that we have to support the troops, and that the risk of terror attacks is higher due to this war.",1,Emotional Turmoil
Which is the one that means they lack a conscience and are severely emotionally stilted?,0,Emotional Turmoil
The way things are you are under considerable stress and you feel that there is little hope of matters righting themselves.,1,Emotional Turmoil
"Everyone, I repeat, everyone fears the Inevitable Moment.",1,Emotional Turmoil
"he said he was all worried, and needed to see me asap.",1,Emotional Turmoil
I never talk about the present and I feel detached from my character.,1,Emotional Turmoil
Well I am all alone and sad and depressed but I feel it even more right now.,1,Emotional Turmoil
I don't know what to expect with the next coming months.,1,Emotional Turmoil
I can't be perfect and I do mess up here and there but always try and make things better the next time.,1,Emotional Turmoil
I'm tired of being stressed out.,1,Emotional Turmoil
"I was lonely, and depressed.",1,Emotional Turmoil
"I'm always a bit scared because, like I said, everytime I say something it causes trouble.",1,Emotional Turmoil
I need to release a lot of anger.,1,Emotional Turmoil
i wish there was something i could do besides birth control but this is getting rediculous so ill probobly inquire with the parental unit.,0,Emotional Turmoil
"I feel insecure, unsafe, I'm afraid that everything is going to kill me.",1,Emotional Turmoil
Tired of the pressure and the stress.,1,Emotional Turmoil
"In addition to that, I'm having a serious problem in my relationship with Elise.",1,Emotional Turmoil
You can get very upset when you are frustrated.,1,Emotional Turmoil
I had to talk to the owner to verify that he indeed wanted his cat put to sleep.. it was really sad.,1,Emotional Turmoil
"As if it wasn't obvious, I have serious issues dealing with my own emotions.",1,Emotional Turmoil
"Hes such a good puppy, but hes miserable and has a lot of health problems.",1,Emotional Turmoil
"This ad implies that football is something challenging, difficult.",0,Emotional Turmoil
